Kamera: Nikkormat FT2 -  Film: Agfa APX 100
Kamera: Nikkormat FT2 -  Film: Agfa APX 100
Kamera: Nikon FM -  Film: Agfa APX 100
Kamera: Nikon FM -  Film: Agfa APX 100
Kamera: Nikon FM -  Film: Agfa APX 100
Kamera: Nikon FM -  Film: Agfa APX 100
Kamera: Nikon FM -  Film: Agfa APX 100
