NGC 5676 - Nadelgalaxie - Skywatcher Newton 200/1000 PDS - 22x300s - ISO800 - Nikon D5200, 
NGC 7656 Gruppe & Stephans Galaxien Quintett - Skywatcher Newton 200/1000 PDS - 20*300s - ISO800 - Nikon D5200,
M33 - Dreiecksgalaxie - Skywatcher Newton 200/1000 PDS - 36x300s - ISO800 - Nikon D750, 
NGC 891 - Skywatcher Newton 200/1000 PDS - 65*180s - ISO800 - Nikon D5200,
M101 - Feuerradgalaxie - Skywatcher Newton 200/1000 PDS - 18x300s - ISO800 - Nikon D5200,
M106 - Skywatcher Newton 200/1000 PDS - 27x300s - ISO800 - Nikon D5200,
M31 - Andromedagalaxie (2021)- Skywatcher Newton 200/1000 PDS - 16x300s - ISO800 - Nikon D750, 
M45 - Plejaden - Skywatcher Newton 200/1000 PDS - 3x300s - ISO800 - Nikon D750,
NGC 6992 - östlicher Schleiernebel - Skywatcher Newton 200/1000 PDS - 18x300s - ISO800 - Nikon D750, 
M51 - Whirlpoolgalaxie - Skywatcher Newton 200/1000 PDS - 23x300s - ISO800 - Nikon D5200,
M42 - Orionnebel - Skywatcher Newton 200/1000 PDS - 4*180s - ISO800 - Nikon D750, 
NGC 6960 - westlicher Schleiernebel - Skywatcher Newton 200/1000 PDS - 72x180s - ISO800 - Nikon D750,
NGC 2244 - Rosettennebel - Skywatcher Newton 200/1000 PDS - 27*180s - ISO800 - Nikon D750, 
M81 & M82 - Skywatcher Newton 200/1000 PDS - 38x300s - ISO800 - Nikon D750,
M65 & M66 & NGC 3628 - Leo Galaxien Triplett - Skywatcher Newton 200/1000 PDS - 40*180s - ISO800 - Nikon D5200,
NGC 7000 - Nordamerikanebel - Skywatcher Newton 200/1000 PDS - 46*180s - ISO800 - Nikon Z6II, 
M31 - Andromedagalaxie (2023) - Skywatcher Newton 200/1000 PDS - 2*40x180s - ISO800 - Nikon Z6II,
M106 & NGC 4226 - Skywatcher Newton 200/1000 PDS - 65*180s - ISO800 - Nikon Z6II
